ad,20,0.8529338370493981,0.0
ad,20,0.8480264682705234,0.0
ad,20,0.8503920796056799,0.0
ad,20,0.8477205302924953,0.0
ad,20,0.842580617747493,0.0
ad,20,0.8494487708400934,0.0
ad,20,0.8502646054481682,0.0
ad,20,0.8514250065668505,0.0
ad,20,0.8523992181585005,0.0
ad,20,0.8533950617283952,0.0
ad,20,0.8498586195707597,0.0030395145976385416
ovarianTumour,20,0.716530612244898,0.0
ovarianTumour,20,0.7079591836734694,0.0
ovarianTumour,20,0.7526530612244898,0.0
ovarianTumour,20,0.6997959183673469,0.0
ovarianTumour,20,0.7348979591836735,0.0
ovarianTumour,20,0.7214285714285714,0.0
ovarianTumour,20,0.7246938775510203,0.0
ovarianTumour,20,0.7073469387755102,0.0
ovarianTumour,20,0.7408163265306122,0.0
ovarianTumour,20,0.6481632653061224,0.0
ovarianTumour,20,0.7154285714285714,0.027244125954055065
